date,close,high,low,open,day_name,market_move,direction,pattern,candle_color,abs_directional_move,abs_directional_move_pct,move_category,prev_2_day_seq,prev_3_day_seq,prev_4_day_seq,prev_5_day_seq,abs_day_move,pct_abs_day_move,day_move_category,pct_move_3d,pct_move_5d,flag_close_range,flag_above_5EMA,flag_above_8EMA,flag_above_13EMA,flag_above_50EMA,flag_above_100EMA,flag_above_200EMA,opening_category,3m_high,3m_low,pts_from_3m_high,pts_from_3m_low,pct_from_3m_high,pct_from_3m_low,pct_away_from_all_time_high,flag_all_time_high,next_close,next_move_category,next_abs_directional_move_pct,next_direction,next_candle_color,next_pattern,next_opening_category,target,flag_prev_at_all_time_high,inside_1_day,inside_for_consec_2_days,inside_for_consec_3_days,inside_for_consec_4_days,inside_for_consec_5_days,inside_for_consec_6_days,inside_for_consec_7_days
2007-10-04,5208.64990234375,5233.10009765625,5126.0498046875,5211.64990234375,Thursday,-2.14990234375,Down,Doji,Gray,3.0,0.057563344741381396,Low,Exceptional Moderate,Exceptional Moderate Low,Exceptional Moderate Low High,Exceptional Moderate Low High Low,107.05029296875,2.054057639608678,Exceptional,3.7300686278561423,5.427586324132183,0,1,1,1,1,1,1,Flat,5261.35009765625,4481.5498046875,52.7001953125,727.10009765625,1.0016477583572345,16.224300283257723,0.041275616216451844,0,5185.85009765625,Low,0.42817132965901644,Down,Red,Bearish,Flat,0,1,1,0,0,0,0,0,0
2007-10-05,5185.85009765625,5248.5498046875,5164.5,5208.14990234375,Friday,-22.7998046875,Down,Bearish,Red,22.2998046875,0.42817132965901644,Low,Low Exceptional,Low Exceptional Moderate,Low Exceptional Moderate Low,Low Exceptional Moderate Low High,84.0498046875,1.6138130864796394,Exceptional,2.3061955205607054,3.7055983883022225,0,1,1,1,1,1,1,Flat,5261.35009765625,4481.5498046875,75.5,704.30029296875,1.4349928934330496,15.715552067101507,0.481111226923548,0,5085.10009765625,Exceptional,1.9503475988189924,Down,Red,Bearish,Flat,1,0,0,0,0,0,0,0,0
2007-10-08,5085.10009765625,5249.2998046875,5024.75,5186.25,Monday,-100.75,Down,Bearish,Red,101.14990234375,1.9503475988189924,Exceptional,Low Low,Low Low Exceptional,Low Low Exceptional Moderate,Low Low Exceptional Moderate Low,224.5498046875,4.329714238370692,Exceptional,-2.4122920039678752,1.2695788734140567,0,0,1,1,1,1,1,Flat,5261.35009765625,4481.5498046875,176.25,603.55029296875,3.3499006287096025,13.467445845128475,2.4719219802415626,0,5327.25,Exceptional,5.22651383682987,Up,Green,Bullish,Gap Down,1,0,0,0,0,0,0,0,0
2007-10-09,5327.25,5348.7001953125,5000.9501953125,5062.64990234375,Tuesday,242.14990234375,Up,Bullish,Green,264.60009765625,5.22651383682987,Exceptional,Exceptional Low,Exceptional Low Low,Exceptional Low Low Exceptional,Exceptional Low Low Exceptional Moderate,347.75,6.868932411048399,Exceptional,2.276983477098038,5.095725835427656,0,1,1,1,1,1,1,Gap Down,5348.7001953125,4481.5498046875,21.4501953125,845.7001953125,0.4010356634177879,18.870708397080303,0.0,1,5441.4501953125,Exceptional,2.1264471729466807,Up,Green,Bullish,Flat,1,0,0,0,0,0,0,0,0
2007-10-10,5441.4501953125,5454.7001953125,5328.14990234375,5328.14990234375,Wednesday,114.2001953125,Up,Bullish,Green,113.30029296875,2.1264471729466807,Exceptional,Exceptional Exceptional,Exceptional Exceptional Low,Exceptional Exceptional Low Low,Exceptional Exceptional Low Low Exceptional,126.55029296875,2.3751263625875647,Exceptional,4.9287984196027645,4.4263913270571775,0,1,1,1,1,1,1,Flat,5454.7001953125,4481.5498046875,13.25,959.900390625,0.2429097755250856,21.41893836861943,0.0,1,5524.85009765625,Exceptional,1.5802863971712742,Up,Green,Bullish,Flat,1,1,0,0,0,0,0,0,0
2007-10-11,5524.85009765625,5532.75,5424.25,5438.89990234375,Thursday,83.39990234375,Up,Bullish,Green,85.9501953125,1.5802863971712742,Exceptional,Exceptional Exceptional,Exceptional Exceptional Exceptional,Exceptional Exceptional Exceptional Low,Exceptional Exceptional Exceptional Low Low,108.5,1.9948887081603541,Exceptional,8.647814036201229,6.070674766799322,0,1,1,1,1,1,1,Flat,5532.75,4481.5498046875,7.89990234375,1043.30029296875,0.14278437203470246,23.279899553442533,0.0,1,5428.25,Exceptional,1.7564622394818437,Down,Red,Bearish,Flat,1,1,0,0,0,0,0,0,0
2007-10-12,5428.25,5549.2998046875,5402.60009765625,5525.2998046875,Friday,-96.60009765625,Down,Bearish,Red,97.0498046875,1.7564622394818437,Exceptional,Exceptional Exceptional,Exceptional Exceptional Exceptional,Exceptional Exceptional Exceptional Exceptional,Exceptional Exceptional Exceptional Exceptional Low,146.69970703125,2.655054245324287,Exceptional,1.895912525224075,4.67425586507606,0,1,1,1,1,1,1,Flat,5549.2998046875,4481.5498046875,121.0498046875,946.7001953125,2.1813527642757577,21.124393046403146,1.7795808530603787,0,5670.39990234375,Exceptional,4.458993991415691,Up,Green,Bullish,Flat,1,1,0,0,0,0,0,0,0
2007-10-15,5670.39990234375,5682.64990234375,5419.89990234375,5428.35009765625,Monday,242.14990234375,Up,Bullish,Green,242.0498046875,4.458993991415691,Exceptional,Exceptional Exceptional,Exceptional Exceptional Exceptional,Exceptional Exceptional Exceptional Exceptional,Exceptional Exceptional Exceptional Exceptional Exceptional,262.75,4.840328926342559,Exceptional,4.207512681609704,11.510094067907684,0,1,1,1,1,1,1,Flat,5682.64990234375,4481.5498046875,12.25,1188.85009765625,0.21556844448481008,26.527655598354976,0.0,1,5668.0498046875,Low,0.04585184592643159,Down,Gray,Doji,Flat,0,0,0,0,0,0,0,0,0
2007-10-16,5668.0498046875,5708.35009765625,5578.4501953125,5670.64990234375,Tuesday,-2.35009765625,Down,Doji,Gray,2.60009765625,0.04585184592643159,Low,Exceptional Exceptional,Exceptional Exceptional Exceptional,Exceptional Exceptional Exceptional Exceptional,Exceptional Exceptional Exceptional Exceptional Exceptional,129.89990234375,2.2907410011339397,Exceptional,2.591920224079902,6.397293250504488,0,1,1,1,1,1,1,Flat,5708.35009765625,4481.5498046875,40.30029296875,1186.5,0.7059884604011342,26.475216202193586,0.04146219135735998,0,5559.2998046875,Exceptional,1.7600611315813974,Down,Red,Hanging Man,Flat,1,1,0,0,0,0,0,0,0
2007-10-17,5559.2998046875,5658.89990234375,5107.2998046875,5658.89990234375,Wednesday,-108.75,Down,Hanging Man,Red,99.60009765625,1.7600611315813974,Exceptional,Low Exceptional,Low Exceptional Exceptional,Low Exceptional Exceptional Exceptional,Low Exceptional Exceptional Exceptional Exceptional,551.60009765625,9.747479318865377,Exceptional,2.4142182966425674,2.165775760963884,0,1,1,1,1,1,1,Flat,5708.35009765625,4481.5498046875,149.05029296875,1077.75,2.6110923545132154,24.048600305026664,1.9984548694886437,0,5351.0,Exceptional,3.604692657960446,Down,Red,Bearish,Flat,1,0,0,0,0,0,0,0,0
2007-10-18,5351.0,5736.7998046875,5269.64990234375,5551.10009765625,Thursday,-208.2998046875,Down,Bearish,Red,200.10009765625,3.604692657960446,Exceptional,Exceptional Low,Exceptional Low Exceptional,Exceptional Low Exceptional Exceptional,Exceptional Low Exceptional Exceptional Exceptional,467.14990234375,8.415447282980667,Exceptional,-5.632757968476476,-3.1466934773488386,0,0,0,0,1,1,1,Flat,5736.7998046875,4481.5498046875,385.7998046875,869.4501953125,6.725000310665637,19.40065899531216,5.968975936156793,0,5215.2998046875,Exceptional,2.7059854361410376,Down,Red,Bearish,Flat,1,0,0,0,0,0,0,0,0
2007-10-19,5215.2998046875,5390.85009765625,5101.75,5360.35009765625,Friday,-135.7001953125,Down,Bearish,Red,145.05029296875,2.7059854361410376,Exceptional,Exceptional Exceptional,Exceptional Exceptional Low,Exceptional Exceptional Low Exceptional,Exceptional Exceptional Low Exceptional Exceptional,289.10009765625,5.393306265250391,Exceptional,-7.987756205416085,-3.922999038594388,0,0,0,0,1,1,1,Flat,5736.7998046875,4481.5498046875,521.5,733.75,9.090434000745256,16.372684271689458,8.726249970274136,0,5184.0,Low,0.36038633415020904,Down,Red,Bearish,Flat,0,0,0,0,0,0,0,0,0
2007-10-22,5184.0,5247.39990234375,5070.89990234375,5202.75,Monday,-31.2998046875,Down,Bearish,Red,18.75,0.36038633415020904,Low,Exceptional Exceptional,Exceptional Exceptional Exceptional,Exceptional Exceptional Exceptional Low,Exceptional Exceptional Exceptional Low Exceptional,176.5,3.3924366921339675,Exceptional,-6.750846651066633,-8.577876529355644,0,0,0,0,1,1,1,Flat,5736.7998046875,4481.5498046875,552.7998046875,702.4501953125,9.636030949446955,15.674269525639739,9.382714165581598,0,5473.7001953125,Exceptional,5.56188458696808,Up,Green,Bullish,Flat,1,0,0,0,0,0,0,0,0
2007-10-23,5473.7001953125,5488.5,5176.85009765625,5185.2998046875,Tuesday,289.7001953125,Up,Bullish,Green,288.400390625,5.56188458696808,Exceptional,Low Exceptional,Low Exceptional Exceptional,Low Exceptional Exceptional Exceptional,Low Exceptional Exceptional Exceptional Low,311.64990234375,6.010258115876331,Exceptional,2.2930329903289026,-3.4288620614143506,0,1,1,1,1,1,1,Flat,5736.7998046875,4481.5498046875,263.099609375,992.150390625,4.58617379606001,22.13855549674479,3.5935418457828083,0,5496.14990234375,Low,0.3386483926681152,Up,Green,Bullish,Flat,0,0,0,0,0,0,0,0,0
2007-10-24,5496.14990234375,5577.89990234375,5419.39990234375,5477.60009765625,Wednesday,22.44970703125,Up,Bullish,Green,18.5498046875,0.3386483926681152,Low,Exceptional Low,Exceptional Low Exceptional,Exceptional Low Exceptional Exceptional,Exceptional Low Exceptional Exceptional Exceptional,158.5,2.893602986238788,Exceptional,5.385118941845346,-1.135932663507433,0,1,1,1,1,1,1,Flat,5736.7998046875,4481.5498046875,240.64990234375,1014.60009765625,4.194845742169992,22.63949173553809,3.170401155283151,0,5568.9501953125,High,1.2711357981412625,Up,Green,Bullish,Flat,1,0,0,0,0,0,0,0,0
2007-10-25,5568.9501953125,5605.9501953125,5469.2998046875,5499.0498046875,Thursday,72.80029296875,Up,Bullish,Green,69.900390625,1.2711357981412625,High,Low Exceptional,Low Exceptional Low,Low Exceptional Low Exceptional,Low Exceptional Low Exceptional Exceptional,136.650390625,2.484981869204321,Exceptional,7.425736792293591,4.073074104139418,0,1,1,1,1,1,1,Flat,5736.7998046875,4481.5498046875,167.849609375,1087.400390625,2.9258404526832402,24.263936317022026,1.8217025376998757,0,5702.2998046875,Exceptional,2.4810136979377275,Up,Green,Bullish,Flat,1,0,0,0,0,0,0,0,0
2007-10-26,5702.2998046875,5716.89990234375,5513.35009765625,5564.25,Friday,133.349609375,Up,Bullish,Green,138.0498046875,2.4810136979377275,Exceptional,High Low,High Low Exceptional,High Low Exceptional Low,High Low Exceptional Low Exceptional,203.5498046875,3.6581714460619135,Exceptional,4.176326821311216,9.337909961806702,0,1,1,1,1,1,1,Flat,5736.7998046875,4481.5498046875,34.5,1220.75,0.6013805810656019,27.239460749117423,0.0,1,5905.89990234375,Exceptional,3.4507523931033193,Up,Green,Bullish,Flat,1,0,0,0,0,0,0,0,0
2007-10-29,5905.89990234375,5922.5,5708.89990234375,5708.89990234375,Monday,203.60009765625,Up,Bullish,Green,197.0,3.4507523931033193,Exceptional,Exceptional High,Exceptional High Low,Exceptional High Low Exceptional,Exceptional High Low Exceptional Low,213.60009765625,3.7415281632203414,Exceptional,7.455218785522355,13.925538239655676,0,1,1,1,1,1,1,Flat,5922.5,4481.5498046875,16.60009765625,1424.35009765625,0.2802886898480371,31.782534161875063,0.0,1,5868.75,Moderate,0.8246623399577296,Down,Red,Bearish,Flat,0,1,0,0,0,0,0,0,0
2007-10-30,5868.75,5976.0,5833.89990234375,5917.5498046875,Tuesday,-37.14990234375,Down,Bearish,Red,48.7998046875,0.8246623399577296,Moderate,Exceptional Exceptional,Exceptional Exceptional High,Exceptional Exceptional High Low,Exceptional Exceptional High Low Exceptional,142.10009765625,2.401333361718181,Exceptional,5.38341687702375,7.217234970702413,0,1,1,1,1,1,1,Flat,5976.0,4481.5498046875,107.25,1387.2001953125,1.7946787148594379,30.95358203676663,0.6330121805111821,0,5900.64990234375,Moderate,0.5409872468146988,Up,Green,Bullish,Flat,0,1,0,0,0,0,0,0,0
2007-10-31,5900.64990234375,5952.25,5861.2998046875,5868.89990234375,Wednesday,31.89990234375,Up,Bullish,Green,31.75,0.5409872468146988,Moderate,Moderate Exceptional,Moderate Exceptional Exceptional,Moderate Exceptional Exceptional High,Moderate Exceptional Exceptional High Low,90.9501953125,1.5496975042320786,Exceptional,3.478422819740179,7.359697373383267,0,1,1,1,1,1,1,Flat,5976.0,4481.5498046875,75.35009765625,1419.10009765625,1.2608784748368473,31.665387187529078,0.08897325018240261,0,5866.4501953125,Moderate,0.6326367866563691,Down,Red,Bearish,Flat,0,0,1,0,0,0,0,0,0
2007-11-01,5866.4501953125,6011.9501953125,5837.2001953125,5903.7998046875,Thursday,-34.19970703125,Down,Bearish,Red,37.349609375,0.6326367866563691,Moderate,Moderate Moderate,Moderate Moderate Exceptional,Moderate Moderate Exceptional Exceptional,Moderate Moderate Exceptional Exceptional High,174.75,2.959958091079782,Exceptional,-0.6679711421386347,5.342119960965208,0,1,1,1,1,1,1,Flat,6011.9501953125,4481.5498046875,145.5,1384.900390625,2.4201797299226784,30.902264863294754,0.6724630009263814,0,5932.39990234375,High,1.3245395423282296,Up,Green,Bullish,Flat,1,0,0,0,0,0,0,0,0
2007-11-02,5932.39990234375,5944.75,5714.25,5854.85009765625,Friday,65.94970703125,Up,Bullish,Green,77.5498046875,1.3245395423282296,High,Moderate Moderate,Moderate Moderate Moderate,Moderate Moderate Moderate Exceptional,Moderate Moderate Moderate Exceptional Exceptional,230.5,3.93690694305344,Exceptional,1.0845563764643185,4.035215711862428,0,1,1,1,1,1,1,Flat,6011.9501953125,4481.5498046875,79.55029296875,1450.85009765625,1.3232027941744284,32.37384746095483,0.0,1,5847.2998046875,High,1.426188894772545,Down,Red,Bearish,Flat,1,0,0,0,0,0,0,0,0
2007-11-05,5847.2998046875,5948.5498046875,5819.60009765625,5931.89990234375,Monday,-85.10009765625,Down,Bearish,Red,84.60009765625,1.426188894772545,High,High Moderate,High Moderate Moderate,High Moderate Moderate Moderate,High Moderate Moderate Moderate Exceptional,128.94970703125,2.1738348447232014,Exceptional,-0.9041393497190797,-0.9922297808162117,0,0,1,1,1,1,1,Flat,6011.9501953125,4481.5498046875,164.650390625,1365.75,2.73871847363901,30.474948612006646,1.4553742838366066,0,5786.5,High,1.03641286525163,Down,Red,Bearish,Flat,1,1,1,0,0,0,0,0,0
2007-11-06,5786.5,5957.2001953125,5759.9501953125,5847.10009765625,Tuesday,-60.7998046875,Down,Bearish,Red,60.60009765625,1.03641286525163,High,High High,High High Moderate,High High Moderate Moderate,High High Moderate Moderate Moderate,197.25,3.373467132520369,Exceptional,-1.3628377068023667,-1.4014909478168303,0,0,0,1,1,1,1,Flat,6011.9501953125,4481.5498046875,225.4501953125,1304.9501953125,3.750034314793274,29.118279438679462,2.521384296962758,0,5782.35009765625,Low,0.0008613151691534327,Down,Gray,Doji,Flat,0,0,0,0,0,0,0,0,0
2007-11-07,5782.35009765625,5861.35009765625,5744.2998046875,5782.39990234375,Wednesday,-4.14990234375,Down,Doji,Gray,0.0498046875,0.0008613151691534327,Low,High High,High High High,High High High Moderate,High High High Moderate Moderate,117.05029296875,2.024251088571488,Exceptional,-2.529327205811238,-2.004860594093394,0,0,0,1,1,1,1,Flat,6011.9501953125,4481.5498046875,229.60009765625,1300.80029296875,3.8190618717245615,29.025679723745817,2.594962293070415,0,5698.75,High,1.3937640788624135,Down,Red,Bearish,Flat,1,0,0,0,0,0,0,0,0
2007-11-08,5698.75,5780.7998046875,5646.75,5779.2998046875,Thursday,-83.60009765625,Down,Bearish,Red,80.5498046875,1.3937640788624135,High,Low High,Low High High,Low High High High,Low High High High Moderate,134.0498046875,2.3194817576131674,Exceptional,-2.540485517236768,-2.8586315357539083,0,0,0,0,1,1,1,Flat,6011.9501953125,4481.5498046875,313.2001953125,1217.2001953125,5.2096272446950955,27.1602514388965,4.100020220991445,0,5617.10009765625,Moderate,0.7684697602646584,Down,Red,Hanging Man,Gap Down,0,0,0,0,0,0,0,0,0
2007-11-12,5617.10009765625,5660.60009765625,5477.5,5660.60009765625,Monday,-81.64990234375,Down,Hanging Man,Red,43.5,0.7684697602646584,Moderate,High Low,High Low High,High Low High High,High Low High High High,183.10009765625,3.2346411069042293,Exceptional,-2.9275019846841777,-5.314877787704986,0,0,0,0,1,1,1,Gap Down,6011.9501953125,4481.5498046875,394.85009765625,1135.55029296875,6.567753970485541,25.338339245522057,5.613213209767433,0,5695.39990234375,High,1.4797687821039902,Up,Green,Bullish,Flat,1,0,0,0,0,0,0,0,0
2007-11-13,5695.39990234375,5758.85009765625,5591.60009765625,5612.35009765625,Tuesday,78.2998046875,Up,Bullish,Green,83.0498046875,1.4797687821039902,High,Moderate High,Moderate High Low,Moderate High Low High,Moderate High Low High High,167.25,2.9800350493075007,Exceptional,-1.503717240292024,-2.5977785887082327,0,0,0,0,1,1,1,Flat,6011.9501953125,4481.5498046875,316.55029296875,1213.85009765625,5.265351220234049,27.085498333335877,4.161253012320884,0,5937.89990234375,Exceptional,4.101538390421249,Up,Green,Bullish,Flat,1,0,0,0,0,0,0,0,0
2007-11-14,5937.89990234375,5950.2001953125,5700.0498046875,5703.9501953125,Wednesday,242.5,Up,Bullish,Green,233.94970703125,4.101538390421249,Exceptional,High Moderate,High Moderate High,High Moderate High Low,High Moderate High Low High,250.150390625,4.3855640750610565,Exceptional,4.1965326140601,2.616433117493311,0,1,1,1,1,1,1,Flat,6011.9501953125,4481.5498046875,74.05029296875,1456.35009765625,1.2317183370295848,32.496572862650616,0.0,1,5912.10009765625,Moderate,0.5149190881341588,Down,Red,Bearish,Flat,0,0,0,0,0,0,0,0,0
2007-11-15,5912.10009765625,5966.9501953125,5895.64990234375,5942.7001953125,Thursday,-25.7998046875,Down,Bearish,Red,30.60009765625,0.5149190881341588,Moderate,Exceptional High,Exceptional High Moderate,Exceptional High Moderate High,Exceptional High Moderate High Low,71.30029296875,1.1997962310969423,High,5.251820243030547,2.2438973394674155,0,1,1,1,1,1,1,Flat,6011.9501953125,4481.5498046875,99.85009765625,1430.55029296875,1.6608603599893894,31.920883518296694,0.4363898489764726,0,5906.85009765625,Low,0.10653889706065112,Down,Gray,Doji,Flat,0,1,0,0,0,0,0,0,0
2007-11-16,5906.85009765625,5948.0498046875,5817.39990234375,5913.14990234375,Friday,-5.25,Down,Doji,Gray,6.2998046875,0.10653889706065112,Low,Moderate Exceptional,Moderate Exceptional High,Moderate Exceptional High Moderate,Moderate Exceptional High Moderate High,130.64990234375,2.2094806406305594,Exceptional,3.712648785653916,3.6516797132046586,0,1,1,1,1,1,1,Flat,6011.9501953125,4481.5498046875,105.10009765625,1425.30029296875,1.7481864327185583,31.803736543950706,0.5256575700104545,0,5907.64990234375,Low,0.006768770693718829,Up,Gray,Doji,Flat,0,0,0,0,0,0,0,0,0
2007-11-19,5907.64990234375,5981.7998046875,5893.7998046875,5908.0498046875,Monday,0.7998046875,Up,Doji,Gray,0.39990234375,0.006768770693718829,Low,Low Moderate,Low Moderate Exceptional,Low Moderate Exceptional High,Low Moderate Exceptional High Moderate,88.0,1.4894931984185373,High,-0.5094393724633162,5.1725943927674045,0,1,1,1,1,1,1,Flat,6011.9501953125,4481.5498046875,104.30029296875,1426.10009765625,1.7348828513262242,31.82158315332373,0.5120479463076998,0,5780.89990234375,Exceptional,2.2051190130048637,Down,Red,Bearish,Flat,1,0,0,0,0,0,0,0,0
2007-11-20,5780.89990234375,5923.7001953125,5755.7998046875,5911.25,Tuesday,-126.75,Down,Bearish,Red,130.35009765625,2.2051190130048637,Exceptional,Low Low,Low Low Moderate,Low Low Moderate Exceptional,Low Low Moderate Exceptional High,167.900390625,2.8403534045252696,Exceptional,-2.2191808857314865,1.501211529761326,0,0,0,0,1,1,1,Flat,6011.9501953125,4481.5498046875,231.05029296875,1299.35009765625,3.8431837500732993,28.993320486970557,2.71584013998145,0,5561.0498046875,Exceptional,3.7680834664556317,Down,Red,Bearish,Flat,1,0,0,0,0,0,0,0,0
