date,side,entry_dt,entry,exit_dt,exit,sl,target,pnl,bars_held,entry_wait_min,exit_wait_min,mae,mfe,exit_reason
2024-02-23,short,2024-02-23 09:15:00+05:30,22290.0,2024-02-23 09:30:00+05:30,22216.9,22363.1,22216.9,73.1,3,0.0,15.0,0.0,73.65,Target
2024-03-02,short,2024-03-02 09:15:00+05:30,22406.95,2024-03-02 12:25:00+05:30,22373.4,22487.85,22326.05,33.55,20,0.0,100.0,-5.5,40.0,EOD
2024-03-13,short,2024-03-13 09:15:00+05:30,22432.2,2024-03-13 09:30:00+05:30,22333.7,22530.7,22333.7,98.5,3,0.0,15.0,0.0,108.65,Target
2024-03-15,long,2024-03-15 09:15:00+05:30,22064.85,2024-03-15 10:20:00+05:30,21976.65,21976.65,22153.05,-88.2,13,0.0,65.0,-91.05,56.05,SL
2024-03-19,long,2024-03-19 09:15:00+05:30,21946.45,2024-03-19 10:20:00+05:30,21841.4,21841.4,22051.5,-105.05,13,0.0,65.0,-105.45,26.55,SL
2024-03-21,short,2024-03-21 09:15:00+05:30,21989.9,2024-03-21 15:20:00+05:30,22026.55,22124.7,21855.1,-36.65,73,0.0,365.0,-91.05,48.6,EOD
2024-03-22,long,2024-03-22 09:15:00+05:30,21932.2,2024-03-22 10:00:00+05:30,22014.6,21849.8,22014.6,82.4,9,0.0,45.0,-48.9,85.45,Target
2024-03-26,long,2024-03-26 09:15:00+05:30,21947.9,2024-03-26 15:20:00+05:30,22010.45,21815.0,22080.8,62.55,73,0.0,365.0,0.0,125.3,EOD
2024-04-01,short,2024-04-01 09:15:00+05:30,22455.0,2024-04-01 15:20:00+05:30,22459.85,22566.9,22343.1,-4.85,73,0.0,365.0,-74.95,27.25,EOD
2024-04-03,long,2024-04-03 09:15:00+05:30,22385.7,2024-04-03 10:20:00+05:30,22464.3,22307.1,22464.3,78.6,13,0.0,65.0,-39.2,80.95,Target
2024-04-04,short,2024-04-04 09:15:00+05:30,22592.1,2024-04-04 09:50:00+05:30,22445.55,22738.65,22445.55,146.55,7,0.0,35.0,0.0,205.1,Target
2024-04-09,short,2024-04-09 09:15:00+05:30,22765.1,2024-04-09 13:20:00+05:30,22661.0,22869.2,22661.0,104.1,49,0.0,245.0,-3.3,110.85,Target
2024-04-10,short,2024-04-10 09:15:00+05:30,22720.25,2024-04-10 15:20:00+05:30,22747.15,22798.45,22642.05,-26.9,73,0.0,365.0,-55.45,46.55,EOD
2024-04-15,long,2024-04-15 09:15:00+05:30,22339.05,2024-04-15 15:20:00+05:30,22273.25,22158.7,22519.4,-65.8,73,0.0,365.0,-79.5,88.4,EOD
2024-04-16,long,2024-04-16 09:15:00+05:30,22125.3,2024-04-16 15:20:00+05:30,22162.8,21973.15,22277.45,37.5,73,0.0,365.0,-45.85,88.45,EOD
2024-04-19,long,2024-04-19 09:15:00+05:30,21861.5,2024-04-19 12:50:00+05:30,22045.75,21677.25,22045.75,184.25,43,0.0,215.0,-83.85,184.45,Target
2024-04-22,short,2024-04-22 09:15:00+05:30,22336.9,2024-04-22 15:20:00+05:30,22353.55,22524.1,22149.7,-16.65,73,0.0,365.0,-12.8,138.75,EOD
2024-04-23,short,2024-04-23 09:15:00+05:30,22447.05,2024-04-23 09:45:00+05:30,22370.5,22523.6,22370.5,76.55,6,0.0,30.0,0.0,78.6,Target
2024-04-25,long,2024-04-25 09:15:00+05:30,22316.9,2024-04-25 09:55:00+05:30,22412.2,22221.6,22412.2,95.3,8,0.0,40.0,0.0,95.4,Target
2024-05-03,short,2024-05-03 09:15:00+05:30,22766.35,2024-05-03 10:20:00+05:30,22656.75,22875.95,22656.75,109.6,13,0.0,65.0,-28.35,155.3,Target
2024-05-06,short,2024-05-06 09:15:00+05:30,22561.6,2024-05-06 09:40:00+05:30,22456.7,22666.5,22456.7,104.9,5,0.0,25.0,-27.2,127.65,Target
2024-05-08,long,2024-05-08 09:15:00+05:30,22231.2,2024-05-08 11:45:00+05:30,22304.5,22157.9,22304.5,73.3,30,0.0,150.0,-46.0,92.95,Target
2024-05-09,long,2024-05-09 09:15:00+05:30,22224.8,2024-05-09 10:25:00+05:30,22142.85,22142.85,22306.75,-81.95,14,0.0,70.0,-94.65,76.65,SL
2024-05-16,short,2024-05-16 09:15:00+05:30,22319.2,2024-05-16 10:20:00+05:30,22210.4,22428.0,22210.4,108.8,13,0.0,65.0,-10.8,154.05,Target
2024-05-21,long,2024-05-21 09:15:00+05:30,22404.55,2024-05-21 09:20:00+05:30,22506.8,22302.3,22506.8,102.25,1,0.0,5.0,0.0,104.5,Target
2024-05-22,short,2024-05-22 09:15:00+05:30,22576.6,2024-05-22 09:40:00+05:30,22507.55,22645.65,22507.55,69.05,5,0.0,25.0,0.0,79.85,Target
2024-05-27,short,2024-05-27 09:15:00+05:30,23038.95,2024-05-27 09:55:00+05:30,22952.0,23125.9,22952.0,86.95,8,0.0,40.0,0.0,91.6,Target
2024-05-29,long,2024-05-29 09:15:00+05:30,22762.75,2024-05-29 15:20:00+05:30,22707.55,22656.85,22868.65,-55.2,73,0.0,365.0,-77.3,62.75,EOD
2024-05-30,long,2024-05-30 09:15:00+05:30,22617.45,2024-05-30 13:30:00+05:30,22529.1,22529.1,22705.8,-88.35,51,0.0,255.0,-89.65,88.3,SL
2024-06-03,short,2024-06-03 09:15:00+05:30,23337.9,2024-06-03 15:20:00+05:30,23283.55,24125.35,22550.45,54.35,73,0.0,365.0,0.0,275.6,EOD
2024-06-04,long,2024-06-04 09:15:00+05:30,23179.5,2024-06-04 09:20:00+05:30,22850.4,23053.05,23305.95,-329.1,1,0.0,5.0,-612.55,0.0,SL
2024-06-05,short,2024-06-05 09:15:00+05:30,22128.35,2024-06-05 09:20:00+05:30,21969.4,22260.25,21996.45,158.95,1,0.0,5.0,0.0,331.05,Target
2024-06-06,short,2024-06-06 09:15:00+05:30,22798.6,2024-06-06 15:20:00+05:30,22848.05,23024.2,22573.0,-49.45,73,0.0,365.0,-111.55,156.0,EOD
2024-06-12,short,2024-06-12 09:15:00+05:30,23344.45,2024-06-12 10:40:00+05:30,23427.1,23427.1,23261.8,-82.65,17,0.0,85.0,-93.7,28.5,SL
2024-06-13,short,2024-06-13 09:15:00+05:30,23480.95,2024-06-13 15:20:00+05:30,23405.6,23653.5,23308.4,75.35,73,0.0,365.0,0.0,127.05,EOD
2024-06-18,short,2024-06-18 09:15:00+05:30,23570.8,2024-06-18 15:20:00+05:30,23565.6,23687.45,23454.15,5.2,73,0.0,365.0,-8.25,71.1,EOD
2024-06-21,short,2024-06-21 09:15:00+05:30,23661.15,2024-06-21 09:40:00+05:30,23579.15,23743.15,23579.15,82.0,5,0.0,25.0,0.0,85.05,Target
2024-06-24,long,2024-06-24 09:15:00+05:30,23382.3,2024-06-24 10:05:00+05:30,23453.15,23311.45,23453.15,70.85,10,0.0,50.0,-32.3,72.3,Target
2024-07-02,short,2024-07-02 09:15:00+05:30,24228.75,2024-07-02 09:35:00+05:30,24123.15,24334.35,24123.15,105.6,4,0.0,20.0,0.0,112.75,Target
2024-07-03,short,2024-07-03 09:15:00+05:30,24291.75,2024-07-03 15:20:00+05:30,24295.6,24465.7,24117.8,-3.85,73,0.0,365.0,-15.5,65.3,EOD
2024-07-04,short,2024-07-04 09:15:00+05:30,24369.95,2024-07-04 15:05:00+05:30,24290.8,24449.1,24290.8,79.15,70,0.0,350.0,-31.05,88.95,Target
2024-07-05,long,2024-07-05 09:15:00+05:30,24213.35,2024-07-05 15:05:00+05:30,24304.65,24122.05,24304.65,91.3,70,0.0,350.0,-44.5,120.05,Target
