date,side,reversal,entry_dt,entry,sl,target,exit_dt,exit,exit_reason,bars_held,entry_wait_min,exit_wait_min,mae,mfe,pnl
2017-04-24,long,R,2017-04-24T15:25:00+05:30,9218.0,9130.5,,2017-04-28T15:25:00+05:30,9304.0,trail,4,0,1500,32.4,149.2,86.1
2017-05-15,long,G,2017-05-15T15:25:00+05:30,9445.4,9423.1,,2017-05-18T15:25:00+05:30,9429.5,trail,3,0,1125,-27.3,87.2,-16.0
2017-05-25,long,R,2017-05-25T15:25:00+05:30,9509.8,9379.2,,2017-06-06T15:25:00+05:30,9637.2,trail,8,0,3000,-14.3,199.5,127.4
2017-06-19,long,G,2017-06-19T15:25:00+05:30,9657.5,9614.9,,2017-06-21T15:25:00+05:30,9633.6,trail,2,0,750,-49.0,19.0,-24.0
2017-07-03,long,R,2017-07-03T15:25:00+05:30,9615.0,9543.5,,2017-07-18T15:25:00+05:30,9827.2,trail,11,0,4125,-19.5,313.2,212.2
2017-08-01,long,U,2017-08-01T15:25:00+05:30,10114.7,10065.8,,2017-08-03T15:25:00+05:30,10013.7,trail,2,0,750,-116.4,23.2,-101.0
2017-08-31,long,R,2017-08-31T15:25:00+05:30,9917.9,9857.0,,2017-09-21T15:25:00+05:30,10121.9,trail,15,0,5625,-56.9,261.0,204.0
2017-10-06,long,R,2017-10-06T15:25:00+05:30,9979.7,9906.6,,2017-10-11T15:25:00+05:30,9984.8,trail,3,0,1125,-23.9,87.5,5.1
2017-10-16,long,G,2017-10-16T15:25:00+05:30,10230.8,10175.1,,2017-10-18T15:25:00+05:30,10210.8,trail,2,0,750,-55.1,21.0,-20.0
2017-11-01,long,G,2017-11-01T15:25:00+05:30,10440.5,10383.0,,2017-11-07T15:25:00+05:30,10350.2,trail,4,0,1500,-99.7,50.0,-90.3
2017-11-21,long,R,2017-11-21T15:25:00+05:30,10326.9,10315.0,,2017-11-30T15:25:00+05:30,10226.5,trail,7,0,2625,-115.7,82.6,-100.4
2017-12-08,long,R,2017-12-08T15:25:00+05:30,10265.7,10195.2,,2017-12-12T15:25:00+05:30,10240.2,trail,2,0,750,-35.5,63.5,-25.5
2017-12-15,long,R,2017-12-15T15:25:00+05:30,10333.2,10319.7,,2018-01-02T15:25:00+05:30,10442.2,trail,10,0,3750,-258.5,219.2,109.0
2018-01-08,long,G,2018-01-08T15:25:00+05:30,10623.6,10588.5,,2018-01-16T15:25:00+05:30,10700.5,trail,6,0,2250,-30.9,159.1,76.9
2018-01-17,long,W,2018-01-17T15:25:00+05:30,10788.5,10666.8,,2018-01-30T15:25:00+05:30,11049.7,trail,8,0,3000,-6.1,383.0,261.1
2018-03-12,long,R,2018-03-12T15:25:00+05:30,10421.4,10295.5,,2018-03-16T15:25:00+05:30,10195.2,trail,4,0,1500,-241.2,57.2,-226.2
2018-04-03,long,R,2018-04-03T15:25:00+05:30,10245.0,10171.0,,2018-04-04T15:25:00+05:30,10128.4,trail,1,0,375,-133.7,34.8,-116.6
2018-04-05,long,R,2018-04-05T15:25:00+05:30,10325.2,10227.5,,2018-05-03T15:25:00+05:30,10679.7,trail,19,0,7125,-34.3,459.5,354.5
2018-05-07,long,G,2018-05-07T15:25:00+05:30,10715.5,10635.7,,2018-05-16T15:25:00+05:30,10741.1,trail,7,0,2625,-26.1,213.7,25.6
2018-05-28,long,R,2018-05-28T15:25:00+05:30,10688.7,10640.5,,2018-05-29T15:25:00+05:30,10633.3,trail,1,0,375,-72.6,28.6,-55.4
2018-05-31,long,R,2018-05-31T15:25:00+05:30,10736.2,10620.4,,2018-06-04T15:25:00+05:30,10628.5,trail,2,0,750,-117.8,34.1,-107.7
2018-06-06,long,R,2018-06-06T15:25:00+05:30,10684.7,10587.5,,2018-06-14T15:25:00+05:30,10808.0,trail,6,0,2250,24.4,208.6,123.4
2018-06-22,long,W,2018-06-22T15:25:00+05:30,10821.8,10710.5,,2018-06-27T15:25:00+05:30,10671.4,trail,3,0,1125,-169.4,9.2,-150.4
2018-07-04,long,R,2018-07-04T15:25:00+05:30,10769.9,10677.8,,2018-07-16T15:25:00+05:30,10936.8,trail,8,0,3000,-43.7,308.4,166.9
2018-07-24,long,U,2018-07-24T15:25:00+05:30,11134.3,11092.5,,2018-08-02T15:25:00+05:30,11244.7,trail,7,0,2625,-21.0,256.2,110.4
2018-08-03,long,G,2018-08-03T15:25:00+05:30,11360.8,11294.5,,2018-08-10T15:25:00+05:30,11429.5,trail,5,0,1875,-1.1,134.4,68.7
2018-08-17,long,G,2018-08-17T15:25:00+05:30,11470.8,11431.8,,2018-08-29T15:25:00+05:30,11691.9,trail,7,0,2625,28.9,289.5,221.2
2018-09-07,long,R,2018-09-07T15:25:00+05:30,11589.1,11484.4,,2018-09-10T15:25:00+05:30,11438.1,trail,1,0,375,-161.8,-16.1,-151.0
2018-10-31,long,R,2018-10-31T15:25:00+05:30,10386.6,10105.1,,2018-11-12T15:25:00+05:30,10482.2,trail,7,0,2625,-44.7,258.9,95.6
2018-11-19,long,G,2018-11-19T15:25:00+05:30,10763.4,10688.8,,2018-11-20T15:25:00+05:30,10656.2,trail,1,0,375,-122.6,-22.6,-107.2
2018-11-26,long,G,2018-11-26T15:25:00+05:30,10628.6,10489.8,,2018-12-05T15:25:00+05:30,10782.9,trail,7,0,2625,-32.2,312.6,154.3
2018-12-07,long,R,2018-12-07T15:25:00+05:30,10693.7,10599.3,,2018-12-10T15:25:00+05:30,10488.5,trail,1,0,375,-218.8,-134.9,-205.2
2018-12-12,long,R,2018-12-12T15:25:00+05:30,10737.6,10560.8,,2018-12-21T15:25:00+05:30,10754.0,trail,7,0,2625,1.1,247.6,16.4
2018-12-27,long,R,2018-12-27T15:25:00+05:30,10779.8,10764.5,,2019-01-02T15:25:00+05:30,10792.5,trail,3,0,1125,-44.8,143.8,12.7
2019-01-07,long,R,2019-01-07T15:25:00+05:30,10771.8,10750.2,,2019-01-11T15:25:00+05:30,10795.0,trail,4,0,1500,-38.5,98.6,23.2
2019-01-15,long,R,2019-01-15T15:25:00+05:30,10886.8,10777.5,,2019-01-23T15:25:00+05:30,10831.5,trail,6,0,2250,-74.8,100.7,-55.3
2019-01-31,long,R,2019-01-31T15:25:00+05:30,10831.0,10678.5,,2019-02-08T15:25:00+05:30,10943.6,trail,6,0,2250,-17.5,287.1,112.6
2019-02-25,long,R,2019-02-25T15:25:00+05:30,10880.1,10788.0,,2019-03-22T15:25:00+05:30,11456.9,trail,17,0,6375,-150.8,692.7,576.8
2019-03-26,long,W,2019-03-26T15:25:00+05:30,11483.2,11352.5,,2019-04-03T15:25:00+05:30,11644.0,trail,5,0,1875,-70.2,277.8,160.7
2019-04-05,long,G,2019-04-05T15:25:00+05:30,11666.0,11609.5,,2019-04-08T15:25:00+05:30,11604.5,trail,1,0,375,-116.9,44.3,-61.5
2019-04-15,long,U,2019-04-15T15:25:00+05:30,11690.3,11648.2,,2019-04-22T15:25:00+05:30,11594.5,trail,3,0,1125,-106.4,165.8,-95.9
2019-04-24,long,R,2019-04-24T15:25:00+05:30,11726.2,11578.8,,2019-05-06T15:25:00+05:30,11598.2,trail,6,0,2250,-154.8,70.6,-127.9
2019-05-20,long,R,2019-05-20T15:25:00+05:30,11828.2,11591.7,,2019-05-23T15:25:00+05:30,11657.0,trail,3,0,1125,-213.8,212.9,-171.2
2019-05-24,long,G,2019-05-24T15:25:00+05:30,11844.1,11658.1,,2019-05-29T15:25:00+05:30,11861.1,trail,3,0,1125,-31.7,114.5,17.0
2019-06-11,long,G,2019-06-11T15:25:00+05:30,11965.6,11904.3,,2019-06-17T15:25:00+05:30,11672.2,trail,4,0,1500,-307.8,-3.1,-293.4
2019-07-01,long,R,2019-07-01T15:25:00+05:30,11865.6,11830.8,,2019-07-05T15:25:00+05:30,11811.2,trail,4,0,1500,-67.7,116.2,-54.4
2019-08-26,long,R,2019-08-26T15:25:00+05:30,11057.8,10756.5,,2019-08-28T15:25:00+05:30,11046.1,trail,2,0,750,-70.2,83.9,-11.8
2019-08-30,long,R,2019-08-30T15:25:00+05:30,11023.2,10874.8,,2019-09-03T15:25:00+05:30,10797.9,trail,1,0,375,-250.5,-55.8,-225.3
2019-09-09,long,R,2019-09-09T15:25:00+05:30,11003.0,10889.8,,2019-09-12T15:25:00+05:30,10982.8,trail,2,0,750,-38.1,78.7,-20.2
2019-09-20,long,R,2019-09-20T15:25:00+05:30,11274.2,10691.0,,2019-09-25T15:25:00+05:30,11440.2,trail,3,0,1125,141.9,420.6,166.0
2019-10-09,long,R,2019-10-09T15:25:00+05:30,11313.3,11090.2,,2019-11-08T15:25:00+05:30,11908.2,trail,20,0,7500,-123.9,720.9,594.9
2019-11-25,long,W,2019-11-25T15:25:00+05:30,12073.8,11919.8,,2019-11-29T15:25:00+05:30,12056.0,trail,4,0,1500,-67.4,85.0,-17.7
2019-12-13,long,R,2019-12-13T15:25:00+05:30,12086.7,12023.6,,2019-12-26T15:25:00+05:30,12126.5,trail,8,0,3000,-40.4,207.2,39.8
2019-12-27,long,G,2019-12-27T15:25:00+05:30,12245.8,12157.9,,2019-12-31T15:25:00+05:30,12168.5,trail,2,0,750,-94.0,40.7,-77.3
2020-01-09,long,R,2020-01-09T15:25:00+05:30,12215.9,12132.5,,2020-01-20T15:25:00+05:30,12224.5,trail,7,0,2625,-2.7,214.6,8.6
2020-01-24,long,R,2020-01-24T15:25:00+05:30,12248.2,12149.7,,2020-01-27T15:25:00+05:30,12119.0,trail,1,0,375,-141.2,-31.7,-129.2
2020-02-12,long,R,2020-02-12T15:25:00+05:30,12201.2,12144.3,,2020-02-14T15:25:00+05:30,12113.5,trail,2,0,750,-110.0,45.5,-87.8
2020-02-19,long,R,2020-02-19T15:25:00+05:30,12125.9,12042.1,,2020-02-24T15:25:00+05:30,11829.4,trail,2,0,750,-312.5,26.1,-296.5
2020-04-09,long,R,2020-04-09T15:25:00+05:30,9111.9,8904.5,,2020-04-21T15:25:00+05:30,8981.5,trail,6,0,2250,-290.0,278.9,-130.5
2020-04-22,long,G,2020-04-22T15:25:00+05:30,9187.3,8946.2,,2020-04-24T15:25:00+05:30,9154.4,trail,2,0,750,-46.0,156.3,-32.9
2020-04-27,long,G,2020-04-27T15:25:00+05:30,9282.3,9250.3,,2020-05-04T15:25:00+05:30,9293.5,trail,4,0,1500,-22.3,606.8,11.2
2020-05-13,long,R,2020-05-13T15:25:00+05:30,9383.5,9351.1,,2020-05-14T15:25:00+05:30,9142.8,trail,1,0,375,-263.8,-102.5,-240.8
2020-05-27,long,R,2020-05-27T15:25:00+05:30,9315.0,9004.2,,2020-06-04T15:25:00+05:30,10029.1,trail,6,0,2250,21.5,861.2,714.1
2020-06-05,long,G,2020-06-05T15:25:00+05:30,10142.2,10040.8,,2020-06-09T15:25:00+05:30,10046.7,trail,2,0,750,-120.7,186.3,-95.5
2020-06-12,long,W,2020-06-12T15:25:00+05:30,9972.9,9544.3,,2020-07-14T15:25:00+05:30,10607.3,trail,22,0,8250,-246.6,921.1,634.4
2020-07-16,long,G,2020-07-16T15:25:00+05:30,10740.0,10595.2,,2020-07-30T15:25:00+05:30,11102.2,trail,10,0,3750,9.7,601.5,362.2
2020-08-04,long,R,2020-08-04T15:25:00+05:30,11095.2,10908.1,,2020-08-14T15:25:00+05:30,11178.4,trail,8,0,3000,-31.2,278.3,83.2
2020-08-24,long,G,2020-08-24T15:25:00+05:30,11466.5,11410.7,,2020-08-31T15:25:00+05:30,11387.5,trail,5,0,1875,-140.6,327.8,-79.0
2020-09-01,long,G,2020-09-01T15:25:00+05:30,11470.2,11366.9,,2020-09-04T15:25:00+05:30,11333.8,trail,3,0,1125,-166.6,114.7,-136.4
2020-09-10,long,R,2020-09-10T15:25:00+05:30,11449.2,11327.4,,2020-09-17T15:25:00+05:30,11516.1,trail,5,0,1875,-65.7,168.8,66.8
2020-10-01,long,R,2020-10-01T15:25:00+05:30,11417.0,11347.0,,2020-10-15T15:25:00+05:30,11680.3,trail,9,0,3375,35.3,608.5,263.4
2020-10-16,long,G,2020-10-16T15:25:00+05:30,11762.5,11667.8,,2020-10-26T15:25:00+05:30,11767.8,trail,6,0,2250,-50.8,256.2,5.3
2020-10-27,long,G,2020-10-27T15:25:00+05:30,11889.4,11723.0,,2020-10-29T15:25:00+05:30,11670.8,trail,2,0,750,-283.0,40.0,-218.6
2020-11-04,long,R,2020-11-04T15:25:00+05:30,11908.5,11756.4,,2020-11-19T15:25:00+05:30,12771.7,trail,10,0,3750,119.1,1054.5,863.2
2020-11-20,long,G,2020-11-20T15:25:00+05:30,12859.0,12730.2,,2020-11-25T15:25:00+05:30,12858.4,trail,3,0,1125,-33.3,286.8,-0.6
2020-11-26,long,G,2020-11-26T15:25:00+05:30,12987.0,12790.4,,2020-12-21T15:25:00+05:30,13328.4,trail,16,0,6000,-72.7,790.5,341.4
2020-12-22,long,W,2020-12-22T15:25:00+05:30,13466.3,13192.9,,2021-01-15T15:25:00+05:30,14433.7,trail,17,0,6375,-34.1,1187.0,967.4
2021-01-19,long,G,2021-01-19T15:25:00+05:30,14521.2,14350.8,,2021-01-22T15:25:00+05:30,14371.9,trail,3,0,1125,-163.4,232.4,-149.2
2021-02-02,long,R,2021-02-02T15:25:00+05:30,14647.8,14469.2,,2021-02-17T15:25:00+05:30,15208.9,trail,11,0,4125,-73.7,783.9,561.1
2021-02-24,long,R,2021-02-24T15:25:00+05:30,14982.0,14504.5,,2021-02-26T15:25:00+05:30,14529.2,trail,2,0,750,-514.2,194.5,-452.8
2021-03-03,long,R,2021-03-03T15:25:00+05:30,15245.6,14995.8,,2021-03-05T15:25:00+05:30,14938.1,trail,2,0,750,-383.5,-43.2,-307.5
2021-03-09,long,R,2021-03-09T15:25:00+05:30,15098.4,14925.5,,2021-03-12T15:25:00+05:30,15031.0,trail,2,0,750,-144.8,237.9,-67.5
2021-03-30,long,R,2021-03-30T15:25:00+05:30,14845.1,14617.6,,2021-04-05T15:25:00+05:30,14637.8,trail,3,0,1125,-385.6,38.1,-207.3
2021-04-07,long,R,2021-04-07T15:25:00+05:30,14819.0,14649.8,,2021-04-12T15:25:00+05:30,14310.8,trail,3,0,1125,-570.3,165.1,-508.2
2021-04-27,long,R,2021-04-27T15:25:00+05:30,14653.0,14484.8,,2021-04-30T15:25:00+05:30,14631.1,trail,3,0,1125,-51.3,391.3,-22.0
2021-05-05,long,R,2021-05-05T15:25:00+05:30,14617.8,14506.6,,2021-05-11T15:25:00+05:30,14850.8,trail,4,0,1500,-6.3,349.1,232.9
2021-05-17,long,G,2021-05-17T15:25:00+05:30,14923.2,14725.3,,2021-05-19T15:25:00+05:30,15030.2,trail,2,0,750,85.7,214.1,107.0
2021-05-21,long,G,2021-05-21T15:25:00+05:30,15175.3,14985.8,,2021-06-09T15:25:00+05:30,15635.3,trail,13,0,4875,-29.8,625.2,460.0
2021-06-10,long,G,2021-06-10T15:25:00+05:30,15737.8,15648.5,,2021-06-16T15:25:00+05:30,15767.5,trail,4,0,1500,-131.2,163.8,29.8
2021-06-21,long,W,2021-06-21T15:25:00+05:30,15746.5,15505.7,,2021-06-23T15:25:00+05:30,15687.0,trail,2,0,750,-72.5,149.2,-59.5
2021-06-24,long,G,2021-06-24T15:25:00+05:30,15790.5,15702.7,,2021-06-29T15:25:00+05:30,15748.5,trail,3,0,1125,-66.4,125.2,-42.0
2021-07-05,long,R,2021-07-05T15:25:00+05:30,15834.3,15762.0,,2021-07-08T15:25:00+05:30,15727.9,trail,3,0,1125,-151.4,79.9,-106.4
2021-07-13,long,R,2021-07-13T15:25:00+05:30,15812.3,15744.6,,2021-07-19T15:25:00+05:30,15752.4,trail,4,0,1500,-104.8,149.9,-59.9
2021-07-22,long,R,2021-07-22T15:25:00+05:30,15824.0,15726.4,,2021-07-27T15:25:00+05:30,15746.5,trail,3,0,1125,-123.0,75.8,-77.6
2021-08-02,long,R,2021-08-02T15:25:00+05:30,15885.2,15834.7,,2021-08-20T15:25:00+05:30,16450.5,trail,13,0,4875,29.2,816.7,565.3
2021-08-24,long,G,2021-08-24T15:25:00+05:30,16624.6,16495.3,,2021-09-20T15:25:00+05:30,17396.9,trail,18,0,6750,-59.0,1168.3,772.3
2021-09-21,long,W,2021-09-21T15:25:00+05:30,17562.0,17326.1,,2021-09-28T15:25:00+05:30,17748.6,trail,5,0,1875,-38.0,385.7,186.6
2021-10-04,long,R,2021-10-04T15:25:00+05:30,17691.2,17581.3,,2021-10-19T15:25:00+05:30,18418.8,trail,10,0,3750,-78.1,913.2,727.5
2021-11-12,long,R,2021-11-12T15:25:00+05:30,18102.8,17905.9,,2021-11-16T15:25:00+05:30,17999.2,trail,2,0,750,-143.9,107.4,-103.6
2021-12-09,long,R,2021-12-09T15:25:00+05:30,17516.8,17379.6,,2021-12-13T15:25:00+05:30,17368.2,trail,2,0,750,-160.9,122.7,-148.6
2021-12-28,long,R,2021-12-28T15:25:00+05:30,17233.2,17161.2,,2022-01-06T15:25:00+05:30,17745.9,trail,7,0,2625,-86.9,711.4,512.7
2022-01-10,long,G,2022-01-10T15:25:00+05:30,18003.3,17879.2,,2022-01-18T15:25:00+05:30,18113.1,trail,6,0,2250,-38.9,347.6,109.8
2022-02-02,long,R,2022-02-02T15:25:00+05:30,17780.0,17674.8,,2022-02-03T15:25:00+05:30,17560.2,trail,1,0,375,-268.8,1.2,-219.8
2022-03-14,long,R,2022-03-14T15:25:00+05:30,16871.3,16606.5,,2022-03-21T15:25:00+05:30,17117.6,trail,4,0,1500,-316.3,482.0,246.3
2022-03-29,long,G,2022-03-29T15:25:00+05:30,17325.3,17235.7,,2022-04-06T15:25:00+05:30,17807.7,trail,6,0,2250,61.9,789.3,482.3
2022-04-08,long,G,2022-04-08T15:25:00+05:30,17784.3,17600.6,,2022-04-12T15:25:00+05:30,17530.3,trail,2,0,750,-342.0,-5.3,-254.0
2022-05-27,long,R,2022-05-27T15:25:00+05:30,16352.5,16222.0,,2022-06-07T15:25:00+05:30,16416.3,trail,7,0,2625,-5.4,441.4,63.9
2022-07-04,long,R,2022-07-04T15:25:00+05:30,15835.3,15661.8,,2022-07-12T15:25:00+05:30,16058.3,trail,6,0,2250,-49.9,440.2,223.0
2022-07-15,long,G,2022-07-15T15:25:00+05:30,16049.2,15927.3,,2022-07-26T15:25:00+05:30,16483.8,trail,7,0,2625,93.0,703.0,434.6
2022-07-28,long,G,2022-07-28T15:25:00+05:30,16929.6,16746.2,,2022-08-19T15:25:00+05:30,17758.4,trail,14,0,5250,88.6,1062.6,828.8
2022-08-23,long,W,2022-08-23T15:25:00+05:30,17577.5,17345.2,,2022-08-29T15:25:00+05:30,17312.9,trail,4,0,1500,-411.3,149.0,-264.6
2022-08-30,long,R,2022-08-30T15:25:00+05:30,17759.3,17401.5,,2022-09-14T15:25:00+05:30,18003.8,trail,10,0,3750,-290.9,332.2,244.4
2022-09-20,long,R,2022-09-20T15:25:00+05:30,17816.2,17744.4,,2022-09-21T15:25:00+05:30,17718.3,trail,1,0,375,-152.7,22.4,-97.9
2022-10-17,long,R,2022-10-17T15:25:00+05:30,17311.8,17098.6,,2022-10-25T15:25:00+05:30,17656.3,trail,6,0,2250,109.2,499.7,344.5
2022-10-31,long,G,2022-10-31T15:25:00+05:30,18012.2,17899.9,,2022-11-10T15:25:00+05:30,18028.2,trail,7,0,2625,-53.0,284.2,16.0
2022-11-11,long,G,2022-11-11T15:25:00+05:30,18349.7,18259.3,,2022-11-17T15:25:00+05:30,18343.9,trail,4,0,1500,-67.7,92.5,-5.8
2022-11-24,long,W,2022-11-24T15:25:00+05:30,18484.1,18294.2,,2022-12-02T15:25:00+05:30,18696.1,trail,6,0,2250,-118.5,403.5,212.0
2022-12-13,long,R,2022-12-13T15:25:00+05:30,18608.0,18490.2,,2022-12-15T15:25:00+05:30,18414.9,trail,2,0,750,-220.3,88.1,-193.1
2023-01-17,long,R,2023-01-17T15:25:00+05:30,18053.3,17886.9,,2023-01-20T15:25:00+05:30,18027.7,trail,3,0,1125,-37.1,130.4,-25.7
2023-01-23,long,R,2023-01-23T15:25:00+05:30,18118.6,18063.4,,2023-01-25T15:25:00+05:30,17891.9,trail,2,0,750,-272.4,82.7,-226.6
2023-02-09,long,R,2023-02-09T15:25:00+05:30,17893.4,17779.8,,2023-02-13T15:25:00+05:30,17770.9,trail,2,0,750,-173.7,-12.8,-122.5
2023-02-14,long,R,2023-02-14T15:25:00+05:30,17929.8,17800.1,,2023-02-17T15:25:00+05:30,17944.2,trail,3,0,1125,-76.0,204.9,14.3
2023-03-06,long,R,2023-03-06T15:25:00+05:30,17711.4,17671.9,,2023-03-09T15:25:00+05:30,17589.6,trail,2,0,750,-137.8,60.9,-121.8
