date,side,entry_dt,entry,exit_dt,exit,sl,target,pnl,bars_held,entry_wait_min,exit_wait_min,mae,mfe,exit_reason
2025-10-01,long,2025-10-01 08:45:00,24812.0,2025-10-08 05:45:00,25041.45,,,229.45,26,0,1500,-64.45,408.9,Target
2025-10-10,long,2025-10-10 03:45:00,25220.9,2025-10-14 05:45:00,25152.3,,,-68.6,17,0,960,-119.2,109.85,Target
2025-10-14,short,2025-10-14 06:45:00,25101.7,2025-10-15 04:45:00,25310.35,,,-208.65,6,0,300,-224.75,22.15,Target
2025-10-15,long,2025-10-15 06:45:00,25330.75,2025-10-24 04:45:00,25826.3,,,495.55,36,0,2100,-43.65,773.45,Target
2025-10-24,short,2025-10-24 07:45:00,25783.75,2025-10-27 05:45:00,25981.7,,,-197.95,6,0,300,-222.2,45.8,Target
2025-10-29,long,2025-10-29 04:45:00,26041.7,2025-10-30 07:45:00,25892.25,,,-149.45,11,0,600,-177.25,56.15,Target
2025-10-31,short,2025-10-31 04:45:00,25810.05,2025-11-10 04:45:00,25595.75,,,214.3,36,0,2100,-24.7,491.6,Target
2025-11-11,long,2025-11-11 07:45:00,25653.45,2025-11-14 03:45:00,25767.9,,,114.45,18,0,1020,-8.3,357.25,Target
2025-11-17,long,2025-11-17 07:45:00,26010.7,2025-11-18 09:45:00,25877.1,,,-133.6,10,0,540,-134.2,19.15,Target
2025-11-19,long,2025-11-19 06:45:00,26029.85,2025-11-21 09:45:00,26055.95,,,26.1,18,0,1020,-42.55,216.8,Target
2025-11-24,short,2025-11-24 08:45:00,26034.55,2025-11-26 03:45:00,26096.05,,,-61.5,10,0,540,-63.8,191.6,Target
2025-11-26,long,2025-11-26 06:45:00,26161.7,2025-12-01 05:45:00,26172.4,,,10.7,21,0,1200,-19.8,164.1,Target
2025-12-01,short,2025-12-01 08:45:00,26141.9,2025-12-04 04:45:00,26066.45,,,75.45,18,0,1020,-43.15,250.9,Target
2025-12-05,long,2025-12-05 03:45:00,26100.5,2025-12-08 07:45:00,26004.5,,,-96.0,12,0,660,-197.55,102.1,Target
2025-12-08,short,2025-12-08 08:45:00,25902.95,2025-12-11 08:45:00,25919.2,,,-16.25,22,0,1260,-70.4,209.7,Target
2025-12-12,long,2025-12-12 03:45:00,25971.2,2025-12-16 03:45:00,25904.75,,,-66.45,15,0,840,-91.9,86.4,Target
2025-12-16,short,2025-12-16 08:45:00,25870.45,2025-12-19 03:45:00,25911.5,,,-41.05,17,0,960,-99.95,144.15,Target
2025-12-19,long,2025-12-19 04:45:00,25970.4,2025-12-24 07:45:00,26141.4,,,171.0,25,0,1440,-64.8,266.0,Target
2025-12-26,short,2025-12-26 03:45:00,26111.75,2025-12-31 03:45:00,25976.75,,,135.0,22,0,1260,0.0,233.75,Target
2025-12-31,long,2025-12-31 06:45:00,26106.8,2026-01-05 07:45:00,26235.05,,,128.25,23,0,1320,0.0,266.4,Target
2026-01-07,short,2026-01-07 03:45:00,26124.75,2026-01-13 03:45:00,25897.35,,,227.4,29,0,1680,-62.4,651.35,Target
2026-01-19,short,2026-01-19 03:45:00,25603.3,2026-01-27 09:45:00,25243.8,,,359.5,42,0,2460,-33.0,683.5,Target
2026-01-29,long,2026-01-29 07:45:00,25372.1,2026-02-01 05:45:00,25213.65,,,-158.45,13,0,720,-168.7,86.05,Target
2026-02-01,short,2026-02-01 06:45:00,25159.8,2026-02-03 03:45:00,26308.05,,,-1148.25,12,0,660,-1181.4,480.4,Target
2026-02-06,short,2026-02-06 03:45:00,25563.95,2026-02-06 08:45:00,25680.2,,,-116.25,6,0,300,-139.85,72.05,Target
2026-02-09,long,2026-02-09 03:45:00,25888.7,2026-02-12 03:45:00,25893.2,,,4.5,22,0,1260,-94.7,120.7,Target
2026-02-12,short,2026-02-12 05:45:00,25819.95,2026-02-16 08:45:00,25606.05,,,213.9,18,0,1020,-59.35,447.25,Target
2026-02-18,long,2026-02-18 08:45:00,25764.4,2026-02-19 05:45:00,25645.15,,,-119.25,5,0,240,-163.4,120.9,Target
2026-02-19,short,2026-02-19 07:45:00,25567.75,2026-02-23 03:45:00,25678.4,,,-110.65,11,0,600,-203.7,188.0,Target
2026-02-24,short,2026-02-24 07:45:00,25379.75,2026-03-05 08:45:00,24672.8,,,706.95,44,0,2580,-272.85,1074.35,Target
2026-03-09,short,2026-03-09 03:45:00,23868.05,2026-03-16 08:45:00,23414.9,,,453.15,41,0,2400,-435.75,912.8,Target
2026-03-17,long,2026-03-17 08:45:00,23652.15,2026-03-19 03:45:00,23197.75,,,-454.4,10,0,540,-471.2,210.1,Target
2026-03-19,short,2026-03-19 07:45:00,23134.6,2026-03-24 06:45:00,22899.6,,,235.0,21,0,1200,-210.55,663.35,Target
2026-03-25,long,2026-03-25 04:45:00,23345.15,2026-03-27 06:45:00,22917.2,,,-427.95,10,0,540,-439.55,120.2,Target
2026-03-30,short,2026-03-30 03:45:00,22549.65,2026-04-06 06:45:00,22798.25,,,-248.6,25,0,1440,-391.65,367.1,Target
2026-04-06,long,2026-04-06 08:45:00,22941.3,2026-04-09 07:45:00,23759.45,,,818.15,21,0,1200,-222.0,1083.85,Target
2026-04-10,long,2026-04-10 04:45:00,24025.15,2026-04-13 03:45:00,23589.6,,,-435.55,7,0,360,-469.55,48.9,Target
2026-04-15,long,2026-04-15 03:45:00,24163.8,2026-04-16 06:45:00,24145.8,,,-18.0,11,0,600,-56.35,237.15,Target
2026-04-20,long,2026-04-20 03:45:00,24400.95,2026-04-23 03:45:00,24202.35,,,-198.6,22,0,1260,-266.15,200.75,Target
2026-04-24,short,2026-04-24 03:45:00,24100.55,2026-04-27 07:45:00,24107.6,,,-7.05,12,0,660,-29.0,286.9,Target
2026-04-29,long,2026-04-29 03:45:00,24181.8,2026-04-30 03:45:00,23957.05,,,-224.75,8,0,420,-357.7,152.9,Target
2026-04-30,short,2026-04-30 04:45:00,23824.1,2026-05-06 03:45:00,24171.0,,,-346.9,21,0,1200,-466.1,27.25,Target
2026-05-06,long,2026-05-06 08:45:00,24290.2,2026-05-08 07:45:00,24138.4,,,-151.8,14,0,780,-163.55,191.9,Target
2026-05-11,short,2026-05-11 03:45:00,23970.1,2026-05-14 03:45:00,23582.95,,,387.15,22,0,1260,-27.35,707.55,Target
2026-05-15,long,2026-05-15 03:45:00,23777.2,2026-05-18 03:45:00,23482.2,,,-295.0,8,0,420,-460.1,62.1,Target
2026-05-21,long,2026-05-21 03:45:00,23830.05,2026-05-26 07:45:00,23935.6,,,105.55,26,0,1500,-233.45,259.75,Target
2026-05-29,short,2026-05-29 05:45:00,23858.25,2026-06-04 08:45:00,23462.3,,,395.95,32,0,1860,-0.8,706.75,Target
2026-06-08,short,2026-06-08 03:45:00,23080.7,2026-06-09 08:45:00,23267.3,,,-186.6,13,0,720,-198.7,0.0,Target
2026-06-10,long,2026-06-10 06:45:00,23418.25,2026-06-11 03:45:00,23104.4,,,-313.85,5,0,240,-346.2,0.0,Target
2026-06-12,long,2026-06-12 03:45:00,23425.35,2026-06-19 03:45:00,23991.2,,,565.85,36,0,2100,-111.45,763.9,Target
2026-06-19,short,2026-06-19 06:45:00,23935.5,2026-06-25 03:45:00,24125.85,,,-190.35,26,0,1500,-250.35,150.25,Target
2026-06-25,long,2026-06-25 04:45:00,24185.85,2026-06-29 05:45:00,24003.6,,,-182.25,9,0,480,-195.75,75.25,Target
2026-06-30,short,2026-06-30 03:45:00,23910.9,2026-07-01 05:45:00,24031.6,,,-120.7,10,0,540,-138.7,80.7,Target
2026-07-02,long,2026-07-02 03:45:00,24120.0,2026-07-07 09:45:00,24382.4,,,262.4,28,0,1620,-52.5,410.2,Target
2026-07-08,short,2026-07-08 03:45:00,24252.75,2026-07-10 08:45:00,24225.75,,,27.0,20,0,1140,-47.0,445.5,Target
2026-07-13,long,2026-07-13 06:45:00,24230.1,2026-07-14 07:45:00,24038.6,,,-191.5,9,0,480,-191.55,20.75,Target
