date,side,entry_dt,entry,exit_dt,exit,sl,target,pnl,bars_held,entry_wait_min,exit_wait_min,mae,mfe,exit_reason
2025-06-12,short,2025-06-12 04:45:00,25055.45,2025-06-16 04:45:00,24920.95,,,134.5,15,0,840,-37.3,582.45,Target
2025-06-19,short,2025-06-19 03:45:00,24750.45,2025-06-20 03:45:00,24863.1,,,-112.65,8,0,420,-168.7,17.05,Target
2025-06-20,long,2025-06-20 04:45:00,24947.55,2025-06-30 06:45:00,25523.55,,,576.0,45,0,2640,-122.7,721.8,Target
2025-07-02,short,2025-07-02 04:45:00,25473.3,2025-07-03 07:45:00,25576.7,,,-103.4,11,0,600,-114.2,94.55,Target
2025-07-04,short,2025-07-04 03:45:00,25378.75,2025-07-08 03:45:00,25489.8,,,-111.05,15,0,840,-117.15,47.1,Target
2025-07-08,long,2025-07-08 08:45:00,25495.9,2025-07-09 08:45:00,25432.3,,,-63.6,8,0,420,-71.55,52.8,Target
2025-07-10,short,2025-07-10 03:45:00,25415.85,2025-07-15 04:45:00,25175.8,,,240.05,23,0,1320,-15.2,413.9,Target
2025-07-16,long,2025-07-16 07:45:00,25245.2,2025-07-17 08:45:00,25127.75,,,-117.45,9,0,480,-144.2,7.65,Target
2025-07-18,short,2025-07-18 03:45:00,25100.8,2025-07-21 08:45:00,25079.5,,,21.3,13,0,720,0.0,218.5,Target
2025-07-23,long,2025-07-23 06:45:00,25182.0,2025-07-24 05:45:00,25054.95,,,-127.05,7,0,360,-163.3,64.25,Target
2025-07-25,short,2025-07-25 03:45:00,25010.35,2025-07-29 08:45:00,24824.6,,,185.75,20,0,1140,0.0,411.75,Target
2025-07-30,long,2025-07-30 05:45:00,24892.05,2025-07-31 03:45:00,24642.25,,,-249.8,6,0,300,-257.05,0.0,Target
2025-07-31,long,2025-07-31 06:45:00,24902.3,2025-08-01 06:45:00,24635.0,,,-267.3,8,0,420,-291.25,54.2,Target
2025-08-01,short,2025-08-01 08:45:00,24611.05,2025-08-04 09:45:00,24734.65,,,-123.6,9,0,480,-125.2,71.15,Target
2025-08-06,short,2025-08-06 08:45:00,24539.9,2025-08-07 09:45:00,24633.6,,,-93.7,9,0,480,-94.3,195.75,Target
2025-08-08,short,2025-08-08 08:45:00,24344.15,2025-08-11 07:45:00,24507.4,,,-163.25,7,0,360,-199.15,4.95,Target
2025-08-12,long,2025-08-12 03:45:00,24634.2,2025-08-22 03:45:00,25031.35,,,397.15,50,0,2940,-168.55,519.45,Target
2025-08-22,short,2025-08-22 04:45:00,24919.4,2025-08-25 07:45:00,25002.9,,,-83.5,11,0,600,-93.6,60.25,Target
2025-08-26,short,2025-08-26 03:45:00,24859.15,2025-09-01 06:45:00,24572.45,,,286.7,25,0,1440,0.0,454.45,Target
2025-09-02,long,2025-09-02 03:45:00,24677.9,2025-09-05 04:45:00,24656.2,,,-21.7,23,0,1320,-155.55,302.85,Target
2025-09-09,long,2025-09-09 08:45:00,24885.5,2025-09-15 07:45:00,25064.2,,,178.7,28,0,1620,-24.6,253.95,Target
2025-09-16,long,2025-09-16 03:45:00,25139.45,2025-09-19 05:45:00,25297.05,,,157.6,24,0,1380,0.0,309.5,Target
2025-09-22,short,2025-09-22 03:45:00,25238.1,2025-10-01 05:45:00,24731.8,,,506.3,52,0,3060,-84.1,650.4,Target
